data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7758242,728,SSD7367,7367,30-Jan-21,2021,1,Battles,Armed clash,Kuacthii-Leer-Rek Sub-Clan Militia (South Sudan),Akop-Awan-Parek-Rek Clan Militia (South Sudan); Dinka Ethnic Militia (South Sudan); Pastoralists (South Sudan),4,Kuacthii-Noi-Rek Sub-Clan Militia (South Sudan),Police Forces of South Sudan (2011-); Dinka Ethnic Militia (South Sudan); Pastoralists (South Sudan),4,44,Eastern Africa,South Sudan,Warrap,Tonj North,Marial-Lou,Wunkuel,8.2933,29.2293,1,Eye Radio (South Sudan); VOA; Radio Tamazuj,National-Regional,"On 30 January 2021, armed clashes between pastoralists of the Leer and Awan Perek sections of the Rek Dinka and those from the Awul area (and presumed to be members of the Noi section) took place in Kuel (presumed to be an alternative spelling of Wunkuel) in Tonj North county (Warrap state), in what appears to have been a cattle raid. Sources note at least 6 were killed in Awul on the same day, though are ambiguous with regards to whether deaths or fatalities also occurred during the cattle raid.",0,1616454709,SSD
7661998,728,SSD7364,7364,30-Jan-21,2021,2,Riots,Mob violence,Rioters (South Sudan),Unidentified Ethnic Group (South Sudan),5,Rioters (South Sudan),Unidentified Ethnic Group (South Sudan),5,55,Eastern Africa,South Sudan,Central Equatoria,Juba,Rejaf East,Sherikat,4.8191,31.6107,1,Eye Radio (South Sudan),National,"Around 30 January 2021 (weekend of), members of two unspecified ethnic groups clashed during a wrestling match in the Sherikat suburb east of Juba (Central Equatoria state), wounding one. There is no further information. [size=no report]",0,1612815317,SSD
7661999,728,SSD7361,7361,30-Jan-21,2021,1,Violence against civilians,Attack,Unidentified Armed Group (South Sudan),,3,Civilians (South Sudan),Agar Clan Group (South Sudan); Dinka Ethnic Group (South Sudan),7,37,Eastern Africa,South Sudan,Lakes,Rumbek East,Akot,Malueel,6.5419,30.0114,1,Eye Radio (South Sudan),National,"On 30 January 2021, unknown attackers entered Malueel village in Akot payam of Rumbek East county (Lakes state), and attacked civilians (presumed to be Agar Dinka), killing one. The reason for the attack is not clear.",1,1612815317,SSD
7661790,728,SSD7365,7365,30-Jan-21,2021,1,Violence against civilians,Attack,Unidentified Armed Group (South Sudan),,3,Civilians (South Sudan),Aid Workers (South Sudan),7,37,Eastern Africa,South Sudan,Unity,Guit,Kuac,Tharkur,9.1645,29.8472,2,Eye Radio (South Sudan); Radio Tamazuj; Juba Monitor,National-Regional,"On 30 January 2021, a South Sudanese aid worker was killed by unknown attackers on the road between Guit and Bentiu in Unity state [coded to Tharkur]. There is no clear motive for the attack.",1,1612815316,SSD
7585657,728,SSD7351,7351,29-Jan-21,2021,1,Violence against civilians,Attack,Unidentified Armed Group (South Sudan),,3,Civilians (South Sudan),Muslim Group (South Sudan),7,37,Eastern Africa,South Sudan,Central Equatoria,Juba,Northern Bari,Gurei,4.8718,31.509,1,Eye Radio (South Sudan),National,"On 29 January 2021, six unidentified armed men entered a house in Gurei on the outskirts of Juba (Central Equatoria state), and shot dead a Muslim civilian who was preparing to travel for morning prayer. There is no further information on the killing.",1,1612212410,SSD
7966440,728,SSD7352,7352,29-Jan-21,2021,1,Strategic developments,Agreement,Government of South Sudan (2011-),,1,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,12,Eastern Africa,South Sudan,Central Equatoria,Juba,Juba,Juba,4.8551,31.5799,3,Eye Radio (South Sudan); Radio Tamazuj,National-Regional,"Agreement: On 29 January 2021, President Salva Kiir appointed the Shilluk politician Budhok Ayang Kur as governor of Upper Nile state, presumably with the consent of the SPLM-IO leader. The appointment ends a stand-off which followed from the President's refusal to appoint the IO's controversial nominee, General Johnson Olony. In the days before the appointment, the President also replaced the governor of Warrap state with Aleu Ayieny Aleu (a former Minister of the Interior) without stating a reason, and announced the appointments of several deputy governors.",0,1620691902,SSD
7662000,728,SSD7359,7359,28-Jan-21,2021,1,Violence against civilians,Abduction/forced disappearance,Military Forces of South Sudan (2011-),,1,Civilians (South Sudan),Women (South Sudan),7,17,Eastern Africa,South Sudan,Northern Bahr el Ghazal,Aweil West,Aweil Town,Aweil,8.767,27.3966,1,Eye Radio (South Sudan),National,"On 28 January 2021, a 22 year-old woman was reportedly abducted in Aweil town (Northern Bahr el Ghazal state) by bodyguards acting on behalf of a Major General from the SSPDF. The lady is reported to have been released, and the Maj. Gen. has claimed that this was a misunderstanding relating to a marriage dowry. Police are investigating.",0,1612815317,SSD
7587593,728,SSD7349,7349,27-Jan-21,2021,2,Violence against civilians,Attack,Unidentified Armed Group (South Sudan),,3,Civilians (Sudan),Labour Group (Sudan),7,37,Eastern Africa,South Sudan,Unity,Koch,Jaak,Duar,8.8054,30.1106,3,Juba Monitor,National,"Around 27 January 2021 (week of), unknown attackers shot and killed a Sudanese businessman travelling from Bentiu to Leer (Unity state), at an unspecified location along the main road [coded to Duar]. There is no further information.",1,1612224142,SSD
7919682,728,SSD7358,7358,27-Jan-21,2021,2,Violence against civilians,Attack,Aliap-Thiik-Rek Sub-Clan Militia (South Sudan),Dinka Ethnic Militia (South Sudan),4,Civilians (South Sudan),Aid Workers (South Sudan); WFP: World Food Programme,7,47,Eastern Africa,South Sudan,Warrap,Tonj East,Ananatak,Wun Kote,7.7317,29.0248,2,Radio Tamazuj,Regional,"Around 27 January 2021 (week of), youth from the Thiik section of the Rek Dinka attacked five trucks (likely WFP) delivering food in Tonj East county (Warrap state), at the area of Langchok in Ananatak payam [coded to Wun Kote]. Conflicting reports suggest the attack was intended to prevent food from reaching the Luach-Jang section of the Rek.",0,1619479597,SSD
7662192,728,SSD7357,7357,27-Jan-21,2021,2,Strategic developments,Looting/property destruction,Luo Ethnic Militia (South Sudan),Pastoralists (South Sudan),4,Civilians (South Sudan),Rek Clan Group (South Sudan); Dinka Ethnic Group (South Sudan); Pastoralists (South Sudan),7,47,Eastern Africa,South Sudan,Warrap,Tonj South,Tonj,Tonj,7.2733,28.6839,2,Radio Tamazuj,Regional,"Looting: Around 27 January 2021 (week of), cattle raiders from Jur River county (presumed to be Luo) stole around 120 head of cattle from an unspecified location in Tonj South county (Warrap state) [coded to Tonj]. The source does not note mention whether any fatalities or casualties were sustained in the raid.",0,1612815317,SSD
7585681,728,SSD7350,7350,27-Jan-21,2021,1,Violence against civilians,Attack,Unidentified Armed Group (South Sudan),,3,Civilians (South Sudan),Hol Clan Group (South Sudan); Dinka Ethnic Group (South Sudan),7,37,Eastern Africa,South Sudan,Jonglei,Duk,Pagak,Famwangkwan,7.7877,31.4254,2,Juba Monitor,National,"On 27 January 2021, unknown gunmen attacked two civilians (presumed to be Hol Dinka) as they travelled between Duk Padiet and Pagak in Duk county (Jonglei state) [coded to Famwangkwan]. One of the victims was wounded, whilst the other is missing.",0,1612212410,SSD
7585848,728,SSD7347,7347,26-Jan-21,2021,1,Violence against civilians,Attack,Rek Clan Militia (South Sudan),Dinka Ethnic Militia (South Sudan),4,Civilians (South Sudan),Rek Clan Group (South Sudan); Dinka Ethnic Group (South Sudan),7,47,Eastern Africa,South Sudan,Warrap,Tonj North,Kirik,Malou,7.8765,28.697,1,Radio Tamazuj,Regional,"On 26 January 2021, a civilian was killed at Malou in Tonj North county (Warrap state) by unknown attackers (presumed to be a Rek Dinka militia). There is no further information.",1,1612212414,SSD
7585849,728,SSD7348,7348,26-Jan-21,2021,1,Battles,Armed clash,Apuk-Jurwiir-Rek Sub-Clan Militia (South Sudan),Yar Ayiey-Rek Sub-Clan Militia (South Sudan); Dinka Ethnic Militia (South Sudan); Pastoralists (South Sudan),4,Thony-Rek Sub-Clan Militia (South Sudan),Dinka Ethnic Militia (South Sudan); Pastoralists (South Sudan),4,44,Eastern Africa,South Sudan,Warrap,Tonj South,Manyang-Ngok,Shum,7.4129,28.8366,2,Radio Tamazuj,Regional,"On 26 January 2021, members of the Apuk-Jurwiir and Yar Ayiey sections of the Rek Dinka clashed with youth from the Thony section of the Rek in the area of Majok Akot (indicated to be in swampy grazing land on the eastern side of the River Tonj) in Tonj South county (Warrap state) [coded to Shum]. 4 were killed and 7 injured in the clash, which appears to have been sparked by encroachment onto areas the Thony were grazing.",4,1612212414,SSD
7585388,728,SSD7345,7345,26-Jan-21,2021,1,Battles,Government regains territory,Military Forces of South Sudan (2011-),Military Forces of South Sudan (2011-) Tiger Division; Police Forces of South Sudan (2011-) National Security Service,1,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,12,Eastern Africa,South Sudan,Upper Nile,Maban,Jinmagda,Bankeka,10.051,32.997,1,Radio Miraya; Sudans Post,National,"On 26 January 2021, SPLM-IO forces were dislodged from their base at Bankida (presumed to be an alternative spelling of Bankeka/Banketa) in Maban county (Upper Nile state) [coded to Bankeka] by SSPDF; NSS and Tiger Division forces. There is no information on casualties or fatalities.",0,1612212403,SSD
7585980,728,SSD7346,7346,26-Jan-21,2021,2,Violence against civilians,Sexual violence,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,Civilians (South Sudan),Women (South Sudan),7,27,Eastern Africa,South Sudan,Central Equatoria,Kajo Keji,Liwolo,Livolo,3.7827,31.4543,2,VOA,International,"Around 26 January 2021 (as reported), five SPLM-IO soldiers beat and gang-raped a woman at an unspecified location in Liwolo payam of Kajo-Keji county (Central Equatoria state) [coded to Livolo], amid reports of other rapes and abuses being carried out by IO forces in the area. The IO have acknowledged violent acts are being carried out in the area, though suggest other forces are responsible for at least some of the violence.",0,1618491576,SSD
7585843,728,SSD7342,7342,25-Jan-21,2021,1,Violence against civilians,Attack,Rek Clan Militia (South Sudan),Dinka Ethnic Militia (South Sudan),4,Civilians (South Sudan),Rek Clan Group (South Sudan); Dinka Ethnic Group (South Sudan),7,47,Eastern Africa,South Sudan,Warrap,Tonj North,Warrap,Achol-Awakou,8.1343,28.6814,1,Radio Tamazuj,Regional,"On 25 January 2021, two separate Rek Dinka militias attacked Achol-Awakou in Tonj North county (Warrap state). The first group killed a civilian, prompting members of the victim's section to attack and kill another civilian from the side of the initial attackers. One person was also wounded. The incident comes amid violence between Atuok and Noi sections against the Awan Parek and Ajak Leer sections, although the identity of the attackers and victims is not specified.",2,1612212414,SSD
8063036,728,SSD7426,7426,25-Jan-21,2021,1,Battles,Armed clash,NAS: National Salvation Front,,2,Military Forces of South Sudan (2011-),,1,12,Eastern Africa,South Sudan,Central Equatoria,Lainya,Lainya,Loka,4.2671,31.0127,1,UNSC,Other,"On 25 January 2021, NAS rebels attacked SSPDF at Loka (Lainya county, Central Equatoria state). There is no information regarding casualties or fatalities.",0,1623104658,SSD
7745366,728,SSD7443,7443,25-Jan-21,2021,1,Battles,Armed clash,Unidentified Armed Group (South Sudan),,3,Unidentified Armed Group (South Sudan),,3,33,Eastern Africa,South Sudan,Jonglei,Nyirol,Pulturuk,Banyjur,8.5326,31.9355,2,Aid Worker Security Database,Local partner-Other,"On 25 January 2021, two unknown groups clashed at an unspecified location between Banyjur and nearby Lankien town (Nyirol county, Jonglei state), wounding an NGO staff member who was caught in the crossfire. There is no further information, including whether any of the clashing groups sustained casualties or fatalities.",0,1615847073,SSD
7585386,728,SSD7343,7343,25-Jan-21,2021,1,Violence against civilians,Attack,Police Forces of South Sudan (2011-) Prison Guards,,1,Civilians (South Sudan),,7,17,Eastern Africa,South Sudan,Western Equatoria,Mundri West,Amadi,Madi-ba,5.4244,30.3886,2,Radio Tamazuj; Eye Radio (South Sudan),National-Regional,"On 25 January 2021, a prisons officer shot and wounded a man riding a motorbike at an unspecified location in Mundri West (Western Equatoria state) in between Lui and Mundri town [coded to Madi-ba], after he did not come to a stop whilst the South Sudanese flag was being lowered. The officer has been arrested.",0,1612212403,SSD
7585387,728,SSD7344,7344,25-Jan-21,2021,1,Violence against civilians,Attack,Murle Ethnic Militia (South Sudan),Pastoralists (South Sudan),4,Civilians (South Sudan),Pastoralists (South Sudan); Bor Clan Group (South Sudan); Dinka Ethnic Group (South Sudan),7,47,Eastern Africa,South Sudan,Jonglei,Bor,Makuac,Werkok,6.3389,31.6576,2,Radio Tamazuj; Eye Radio (South Sudan),National-Regional,"On 25 January 2021, suspected Murle militiamen attacked an area near Werkok in Bor South county (Jonglei state). Conflicting accounts of the event indicate that the raiders either ambushed two individuals (presumed to be Bor Dinka) as they went to sell cattle in Bor town, and/or that local militia engaged in clashes with the raiders, repulsing them in the process (event presumed to have been an attack, pending further information). One man was killed by the attackers, and another was wounded, with conflicting sources suggesting that the wounded man may also have died.",1,1618491616,SSD
7585838,728,SSD7338,7338,24-Jan-21,2021,1,Violence against civilians,Attack,Murle Ethnic Militia (South Sudan),,4,Civilians (South Sudan),Labour Group (South Sudan); Hol Clan Group (South Sudan); Dinka Ethnic Group (South Sudan),7,47,Eastern Africa,South Sudan,Jonglei,Duk,Pagak,Famwangkwan,7.7877,31.4254,2,Radio Tamazuj,Regional,"On 24 January 2021, suspected Murle militia killed a cattle trader at an unspecified location between Pagak and Duk Padiet town in a Hol Dinka-inhabited area of Duk county (Jonglei state) [coded to Famwangkwan]. The attackers also stole 18 head of cattle.",1,1612212414,SSD
7585840,728,SSD7339,7339,24-Jan-21,2021,1,Violence against civilians,Attack,Murle Ethnic Militia (South Sudan),,4,Civilians (South Sudan),Pastoralists (South Sudan); Hol Clan Group (South Sudan); Dinka Ethnic Group (South Sudan),7,47,Eastern Africa,South Sudan,Jonglei,Duk,Duk Padiet,Paborkoi,7.7236,31.4082,2,Radio Tamazuj,Regional,"On 24 January 2021, suspected Murle militia raided cattle near Paborkoi close to Duk Padiet in a Hol Dinka-inhabited area of Duk county (Jonglei state), stealing 11 head of cattle.",0,1612212414,SSD
7585841,728,SSD7336,7336,24-Jan-21,2021,1,Violence against civilians,Attack,Rek Clan Militia (South Sudan),Dinka Ethnic Militia (South Sudan),4,Civilians (South Sudan),,7,47,Eastern Africa,South Sudan,Warrap,Tonj North,Awul,Akol Awet,8.2421,28.7859,2,Radio Tamazuj,Regional,"On 24 January 2021, a civilian on a motorbike was killed between Agany and Apour in Awul payam of Tonj North county (Warrap state) [coded to Akol Awet] by unknown attackers (presumed to be a Rek Dinka militia). There is no further information.",1,1612212414,SSD
7585845,728,SSD7340,7340,24-Jan-21,2021,1,Violence against civilians,Attack,Rek Clan Militia (South Sudan),Dinka Ethnic Militia (South Sudan),4,Civilians (South Sudan),Labour Group (South Sudan),7,47,Eastern Africa,South Sudan,Warrap,Tonj East,Paliang,Romich,7.9739,29.2837,2,Radio Tamazuj,Regional,"On 24 January 2021, a commercial vehicle was attacked either in the area of Romich or at Mayom-Chuei in Tonj East county (Warrap state) [coded to Romich], with the co-driver of the vehicle being killed in the attack. Multiple Rek Dinka sections have accused one another of being responsible for the attack, though the precise section(s) involved is currently unclear.",1,1612212414,SSD
7585847,728,SSD7337,7337,24-Jan-21,2021,1,Violence against civilians,Attack,Unidentified Armed Group (South Sudan),,3,Civilians (Somalia),Labour Group (Somalia),7,37,Eastern Africa,South Sudan,Warrap,Twic,Ajakkuac,Bombel,9.3334,28.7503,2,Radio Tamazuj,Regional,"On 24 January 2021, unknown gunmen shot and wounded a Somali trucker driver transporting fuel in the Bombel area of Twic county (Warrap state). A local official has accused Bul Nuer youth of involvement, though this has been disputed by an official in Mayom county.",0,1612212414,SSD
7585680,728,SSD7341,7341,24-Jan-21,2021,1,Violence against civilians,Attack,Atuot Ethnic Militia (South Sudan),,4,Civilians (South Sudan),Agar Clan Group (South Sudan); Dinka Ethnic Group (South Sudan),7,47,Eastern Africa,South Sudan,Lakes,Rumbek East,Paloc,Tokamuk,6.865,30.1082,2,Juba Monitor,National,"On 24 January 2021, gunmen (described as being from Yirol West county, and presumed to be Atuot) intercepted a vehicle travelling in the area of Wun Kar in Paloc payam in Rumbek East county (Lakes state) [coded to Tokamuk]. The attackers took those travelling in the vehicle away from the road, killed three male passengers, and let the female passengers go free. The attack is described as being a revenge killing. A further two victims were wounded in a similar attack in the same area, later that same day. All victims presumed to be Agar Dinka.",3,1612212410,SSD
7585846,728,SSD7334,7334,23-Jan-21,2021,1,Battles,Armed clash,Unidentified Armed Group (South Sudan),,3,Military Forces of South Sudan (2011-),,1,13,Eastern Africa,South Sudan,Warrap,Twic,Ajakkuac,Bombel,9.3334,28.7503,2,Radio Tamazuj,Regional,"On 23 January 2021, unknown gunmen shot and killed an SSPDF soldier near an army base in the Bombel area of Twic county (Warrap state). A local official has accused Bul Nuer youth of involvement, though this has been disputed by an official in Mayom county.",1,1612212414,SSD
7585678,728,SSD7335,7335,23-Jan-21,2021,2,Violence against civilians,Attack,Toposa Ethnic Militia (South Sudan),,4,Civilians (South Sudan),Boya Ethnic Group (South Sudan),7,47,Eastern Africa,South Sudan,Eastern Equatoria,Budi,Loriyok,Welamoi,4.5213,33.3596,2,Juba Monitor,National,"Around 23 January 2021 (as reported), Toposa raiders fired upon teenage boys (implied to be from the Boya ethnic group) who were fishing at an unspecified stream in Loriyok payam of Budi county (Eastern Equatoria state) [coded to Welamoi]. One teenager was wounded.",0,1612212410,SSD
7585842,728,SSD7333,7333,21-Jan-21,2021,1,Riots,Mob violence,Rioters (South Sudan),,5,Civilians (South Sudan),Government of South Sudan (2011-),7,57,Eastern Africa,South Sudan,Upper Nile,Renk,Renk,Renk,11.7431,32.8049,1,Radio Tamazuj,Regional,"On 21 January 2021, a mob comprising 15 people attacked a local government official at his office in Renk town (Upper Nile state), in what is described as the latest stage of a land dispute, which had previously resulted in another official being dismissed. 7 of the attackers have since been arrested. [size=15]",0,1612212414,SSD
7585682,728,SSD7332,7332,21-Jan-21,2021,1,Violence against civilians,Attack,Unidentified Communal Militia (South Sudan),,4,Civilians (Sudan),Misseriya Ethnic Group (Sudan); Pastoralists (Sudan),7,47,Eastern Africa,South Sudan,Unity,Rubkona,Budang,Pankuach,9.4764,29.6742,2,Juba Monitor,National,"On 21 January 2021, unknown raiders attacked Misseriya pastoralists in the area of Pankuach in Rubkona county (Unity state), stealing an unspecified number of cattle. There is no information regarding casualties or fatalities.",0,1612212410,SSD
7585683,728,SSD7331,7331,21-Jan-21,2021,1,Battles,Armed clash,Unidentified Communal Militia (South Sudan),,4,Military Forces of South Sudan (2011-),,1,14,Eastern Africa,South Sudan,Unity,Rubkona,Budang,Pankuach,9.4764,29.6742,2,Juba Monitor,National,"On 21 January 2021, SSPDF clashed with unknown raiders (who had earlier attacked Misseriya pastoralists) in the area of Pankuach in Rubkona county (Unity state). One report says the raiders fled from the SSPDF without exchanging fire. There is no information regarding casualties or fatalities.",0,1612212410,SSD
7574957,728,SSD7327,7327,21-Jan-21,2021,1,Battles,Armed clash,Military Forces of South Sudan (2011-),,1,Military Forces of South Sudan (2011-),,1,11,Eastern Africa,South Sudan,Upper Nile,Maban,Buong,Doro,9.9741,33.7474,1,Radio Tamazuj,Regional,"On 21 January 2021, SSPDF soldiers fired upon one another in the market at Doro in Maban county (Upper Nile state), causing two injuries among the soldiers. The reason for the clash is not clear. An unspecified number were displaced by the fighting.",0,1611605538,SSD
7574946,728,SSD7326,7326,20-Jan-21,2021,2,Violence against civilians,Attack,Mundari Ethnic Militia (South Sudan),Pastoralists (South Sudan),4,Civilians (South Sudan),Refugees/IDPs (South Sudan); Farmers (South Sudan),7,47,Eastern Africa,South Sudan,Central Equatoria,Lainya,Lainya,Logwili,4.3728,31.1206,2,Radio Miraya,National,"Around 20 January 2021 (as reported), Mundari pastoralists were alleged to have attacked three IDPs whilst they were tending to crops in farmland at an unspecified location in Lainya county of Central Equatoria state (presumed to be in the north of the county given recent incidents in the area) [coded to Logwili]. All three victims survived, though there are no details on the nature or severity of the attack.",0,1611605538,SSD
7585979,728,SSD7330,7330,20-Jan-21,2021,2,Violence against civilians,Attack,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,Civilians (South Sudan),Farmers (South Sudan),7,27,Eastern Africa,South Sudan,Central Equatoria,Kajo Keji,Liwolo,Livolo,3.7827,31.4543,2,VOA,International,"Around 20 January 2021 (week of), SPLM-IO forces were linked to a spate of abuses against civilians at an unspecified location(s) in Liwolo payam of Kajo-Keji county (Central Equatoria state) [coded to Livolo]. Incidents include firing upon a civilian (who does not appear to have been injured), and looting property and money from farmers (in one instance forcing the victims to carry stolen goats to an IO base in the area). The IO have acknowledged violent acts are being carried out in the area, though suggest other forces are responsible for at least some of the violence.",0,1618491942,SSD
7585839,728,SSD7325,7325,19-Jan-21,2021,1,Violence against civilians,Abduction/forced disappearance,Murle Ethnic Militia (South Sudan),,4,Civilians (South Sudan),Lou Clan Group (South Sudan); Nuer Ethnic Group (South Sudan),7,47,Eastern Africa,South Sudan,Jonglei,Uror,Motot,Motot,8.1653,32.0502,2,Radio Tamazuj,Regional,"On 19 January 2021, suspected Murle militiamen abducted three children (presumed to be Lou Nuer) who were fishing near Motot in Uror county (Jonglei state), whilst a fourth child escaped capture. A spokesperson from a Murle youth group has denied that Murle were involved.",0,1612212414,SSD
7585679,728,SSD7329,7329,19-Jan-21,2021,1,Battles,Armed clash,Toposa Ethnic Militia (South Sudan),,4,Boya Ethnic Militia (South Sudan),,4,44,Eastern Africa,South Sudan,Eastern Equatoria,Budi,Loriyok,Welamoi,4.5213,33.3596,2,Juba Monitor,National,"On 19 January 2021, Toposa cattle raiders clashed with armed youths (implied to be from the Boya ethnic group) who were pursuing the raiders after cattle was found to be stolen. One of the raiders was killed in the incident, which took place at an unspecified location in Loriyok payam of Budi county (Eastern Equatoria state) [coded to Welamoi].",1,1612212410,SSD
7998599,728,SSD7328,7328,16-Jan-21,2021,1,Violence against civilians,Attack,Bul Clan Militia (South Sudan),Nuer Ethnic Militia (South Sudan); Pastoralists (South Sudan),4,Civilians (South Sudan),Twic Clan Group (South Sudan); Dinka Ethnic Group (South Sudan); Pastoralists (South Sudan),7,47,Eastern Africa,South Sudan,Warrap,Twic,Ajakkuac,Ajak-Kwach,9.2907,28.71,2,Radio Tamazuj,Regional,"On 16 January 2021, armed youth who are suspected of hailing from Mayom county (and coded as Bul Nuer) raided cattle at an unspecified location in the Twic Dinka-inhabited payam of Ajakkuac in Twic county (Warrap state) [coded to Ajak-Kwach]. Three people were killed, and over 90 head of cattle stolen (20 of which have been recovered).",3,1621903735,SSD
7997621,728,SSD7442,7442,16-Jan-21,2021,1,Riots,Mob violence,Rioters (South Sudan),Vigilante Group (South Sudan),5,Civilians (South Sudan),Aid Workers (South Sudan),7,57,Eastern Africa,South Sudan,Western Bahr el Ghazal,Wau,Wau North,Wau,7.7062,27.9933,1,Aid Worker Security Database,Local partner-Other,"On 16 January 2021, a member of an international NGO (presumed to be a South Sudanese national) was abducted at his home in Wau town (Wau county, Western Bahr el Ghazal state) by unknown attackers, after being accused of committing adultery. The victim was reportedly assaulted and denied food until his release two days later, after he was discovered to be innocent of the charge. [size=no report]",0,1621903733,SSD
7574991,728,SSD7322,7322,16-Jan-21,2021,1,Violence against civilians,Attack,Military Forces of South Sudan (2011-),,1,Civilians (South Sudan),Labour Group (South Sudan),7,17,Eastern Africa,South Sudan,Upper Nile,Baliet,Adong,Adong,9.2265,32.1071,2,Sudans Post,National,"On 16 January 2021, SPLM-IO forces claimed that SSPDF soldiers attacked a merchant ship in the Adong area of Baliet county (Upper Nile state), killing three of its passengers. There is no comment from the SSPDF.",3,1611605538,SSD
7574992,728,SSD7321,7321,16-Jan-21,2021,1,Battles,Armed clash,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,Military Forces of South Sudan (2011-),,1,12,Eastern Africa,South Sudan,Upper Nile,Baliet,Adong,Adong,9.2265,32.1071,2,Sudans Post,National,"On 16 January 2021, SPLM-IO forces stated that they clashed with SSPDF in the Adong area of Baliet county (Upper Nile state). There is no comment from the SSPDF, and the source does not note whether there were injuries or fatalities.",0,1611605538,SSD
7574498,728,SSD7323,7323,16-Jan-21,2021,1,Violence against civilians,Attack,Murle Ethnic Militia (South Sudan),,4,Civilians (South Sudan),Hol Clan Group (South Sudan); Dinka Ethnic Group (South Sudan),7,47,Eastern Africa,South Sudan,Jonglei,Duk,Pagak,Famwangkwan,7.7877,31.4254,2,Radio Miraya; Radio Tamazuj,National-Regional,"On 16 January 2021, suspected Murle militiamen attacked and killed a chief (presumed to be Hol Dinka) as he travelled between Duk Padiet and Pagak in Duk county (Jonglei state) [coded to Famwangkwan]. The four companions he was travelling with escaped without injury.",1,1611605537,SSD
7574499,728,SSD7324,7324,16-Jan-21,2021,1,Violence against civilians,Attack,Unidentified Armed Group (South Sudan),,3,Civilians (South Sudan),Gajaak-Eastern Jikany Sub-Clan Group (South Sudan); Nuer Ethnic Group (South Sudan),7,37,Eastern Africa,South Sudan,Upper Nile,Melut,Paloch,Paloich,10.4568,32.5409,1,Eye Radio (South Sudan); Sudan Tribune; Radio Tamazuj; Radio Miraya,National-Regional,"On 16 January 2021, unknown attackers (some reports say a single attacker) entered a dwelling in Paloich in Melut county (Upper Nile state) and fired upon members of the Gajaak section of the Eastern Jikany Nuer as they slept, killing 7 (one of whom died after the attack) and wounding 5. There has been speculation that the attack is linked to a deadly cattle raid from the previous week, although this is unconfirmed.",7,1611605537,SSD
8069400,728,SSD7673,7673,15-Jan-21,2021,3,Violence against civilians,Abduction/forced disappearance,Murle Ethnic Militia (South Sudan),,4,Civilians (South Sudan),Lulubo Ethnic Group (South Sudan); Women (South Sudan),7,47,Eastern Africa,South Sudan,Eastern Equatoria,Magwi,Pageri,Moli,4.0317,31.9539,2,Nyamilepedia,New media,"Around 15 January 2021 (month of), Murle raiders abducted 3 girls from the Lulubo ethnic group at Nyeli village in Magwi county (Eastern Equatoria state), described as being 40 miles along the Juba-Nimule highway [coded to Moli]. One of the girls was returned following the intervention of the Chief Administrator of Pibor, although the fate of the other two is unknown.",0,1623704957,SSD
7732783,728,SSD7425,7425,15-Jan-21,2021,1,Battles,Armed clash,Laak Clan Militia (South Sudan),Nuer Ethnic Militia (South Sudan),4,Laak Clan Militia (South Sudan),Nuer Ethnic Militia (South Sudan),4,44,Eastern Africa,South Sudan,Jonglei,Fangak,Paguir,Paguir,9.1313,30.7607,2,UNSC,Other,"On 15 January 2021, two unspecified Nuer youth militias (presumed to be Laak Nuer, given the location) clashed at an unspecified part of Paguir payam (Fangak county, Jonglei state), killing 5 and wounding 18. The incident is reportedly linked to an unauthorized attempt by one of the youth groups to disarm the other.",5,1615246425,SSD
7661919,728,SSD7356,7356,15-Jan-21,2021,3,Strategic developments,Looting/property destruction,Unidentified Communal Militia (South Sudan),Pastoralists (South Sudan),4,Civilians (South Sudan),Rek Clan Group (South Sudan); Dinka Ethnic Group (South Sudan); Pastoralists (South Sudan),7,47,Eastern Africa,South Sudan,Warrap,Tonj North,Manalor,Liet Nhom,7.822,28.3125,2,Catholic Radio Network,National,"Looting: Around 15 January 2021 (month of), unknown raiders stole 132 head of cattle from the area of Kolkou in Tonj North county (Warrap state), presumed to be close to the tri-border between Tonj South, North and Jur River counties, based on contextual information in the source [coded to Liet Nhom]. 46 cows have since been returned. The source does not mention whether any fatalities or casualties resulted from the raid.",0,1612815317,SSD
